"","V1","V2","V3","V4","V5"
"319","movblk.du","0.0322016166809062","13.6301854570592","500","1"
"320","pointest","423.276433358118",NA,"500","1"
"321","varprop","0.130392990868641","56.780033619017","500","1"
"322","vargam","0.142075588601393","44.9702022048692","500","1"
"323","movblk","0.101866896211564","44.358256935638","500","1"
"324","movblk.du","0.0357723524310714","15.5771821793225","500","1"
"325","pointest","435.453111710716",NA,"500","1"
"326","varprop","0.115209302813034","51.1837953753073","500","1"
"327","vargam","0.129681919674365","40.1191121756368","500","1"
"328","movblk","0.10003370216546","44.4417630977287","500","1"
"329","movblk.du","0.0411495186669718","18.2814103706597","500","1"
"330","pointest","444.267903073507",NA,"500","1"
"331","varprop","0.128737856417385","65.9327000483092","500","1"
"332","vargam","0.131666437021031","51.9527531402037","500","1"
"333","movblk","0.0878518644420605","44.9930641082269","500","1"
"334","movblk.du","0.0302535118340947","15.4942437032529","500","1"
"335","pointest","512.146946384962",NA,"500","1"
"336","varprop","0.116628980428366","54.9284578053833","500","1"
"337","vargam","0.128394548969947","43.977884745287","500","1"
"338","movblk","0.102232690503884","48.1482733197904","500","1"
"339","movblk.du","0.054526973457127","25.6804316542463","500","1"
"340","pointest","470.967486842783",NA,"500","1"
"341","varprop","0.117585067084881","53.4680495232124","500","1"
"342","vargam","0.121099556585835","41.9842482922954","500","1"
"343","movblk","0.0839413990074164","38.1696672072858","500","1"
"344","movblk.du","0.0386672911492409","17.5827142795577","500","1"
"345","pointest","454.718025415723",NA,"500","1"
"346","varprop","0.12122630265021","53.271394634439","500","1"
"347","vargam","0.129724420310482","41.6330382976531","500","1"
"348","movblk","0.094789352568913","41.6540049267335","500","1"
"349","movblk.du","0.0399674135981297","17.5631840265494","500","1"
"350","pointest","439.437592913725",NA,"500","1"
"351","varprop","0.127750180202922","53.5802918456725","500","1"
"352","vargam","0.14706070917517","42.3938934854203","500","1"
"353","movblk","0.110266776149955","46.2474967754365","500","1"
"354","movblk.du","0.0294929406213275","12.3697701511475","500","1"
"355","pointest","419.4146087353",NA,"500","1"
"356","varprop","0.120403998799278","52.591686490248","500","1"
"357","vargam","0.143415204829996","41.9411149614508","500","1"
"358","movblk","0.115872970452527","50.6125626682219","500","1"
"359","movblk.du","0.0495586490216578","21.6468967660471","500","1"
"360","pointest","436.793520271045",NA,"500","1"
"361","varprop","0.130333502566673","49.0582050343305","500","1"
"362","vargam","0.158423689047614","39.0707653577372","500","1"
"363","movblk","0.122321640437285","46.0424986556178","500","1"
"364","movblk.du","0.0301769162943518","11.3587475032739","500","1"
"365","pointest","376.405176475898",NA,"500","1"
"366","varprop","0.129775759863378","61.4740859835221","500","1"
"367","vargam","0.162614840267558","49.4001959787757","500","1"
"368","movblk","0.127332882088648","60.3169077976337","500","1"
"369","movblk.du","0.0293742920453618","13.9144456314698","500","1"
"370","pointest","473.694671857357",NA,"500","1"
"371","varprop","0.120168195550649","51.737476021915","500","1"
"372","vargam","0.132613236189404","41.0139663825964","500","1"
"373","movblk","0.104984992506822","45.2004667923407","500","1"
"374","movblk.du","0.0549483445683809","23.6575796659299","500","1"
"375","pointest","430.542172867266",NA,"500","1"
"376","varprop","0.112076358163283","56.6099043931718","500","1"
"377","vargam","0.127231972646572","44.0766357749175","500","1"
"378","movblk","0.101809860422735","51.4242839369964","500","1"
"379","movblk.du","0.0468603025634895","23.6691956397215","500","1"
"380","pointest","505.101212431416",NA,"500","1"
"381","varprop","0.117636968531836","45.1992055443809","500","1"
"382","vargam","0.138933656467612","35.7917193422038","500","1"
"383","movblk","0.109203743208233","41.9589394140918","500","1"
"384","movblk.du","0.0392667718617695","15.0873225874068","500","1"
